title	year	budget	revenue	release_date	runtime	vote_average	imdb_id	genre
Separate Tables	1958	NULL	NULL	1958-01-01	100	8.2	tt0052182	Drama-Romance
Seppuku	1962	NULL	NULL	1962-09-16	135	8.5	tt0056058	Drama
Septien	2011	NULL	NULL	2011-07-06	80	5.5	tt1763280	Comedy-Drama-Mystery
Seraphim Falls	2006	18000000	NULL	2006-09-13	115	6.8	tt0479537	Action-Adventure-Drama-Thriller-Western
Son of Batman	2014	NULL	NULL	2014-04-20	74	7	tt3139072	Action-Adventure-Animation
Serbuan maut	2011	NULL	NULL	2011-11-20	101	7	tt1899353	Action-Crime-Thriller
Serbuan maut	2011	NULL	NULL	2011-11-20	101	7	tt1899353	Action-Crime-Thriller
Serendipity	2001	28000000	77516304	2001-10-05	90	6.4	tt0240890	Comedy-Romance
Serenity	2005	39000000	38869464	2005-09-30	119	7.4	tt0379786	Action-Adventure-Science Fiction-Thriller
Seres Queridos	2004	NULL	NULL	2004-07-09	93	1.5	tt0376177	Comedy-Drama-Romance-Foreign
Sergeant York	1941	1400000	16361885	1941-09-27	134	7.9	tt0034167	Action-Drama-History-War
Serious Man A	2009	7000000	NULL	2009-10-02	105	7	tt1019452	Comedy-Drama
Serious Moonlight	2009	NULL	NULL	2009-12-04	84	5.8	tt1133993	Action-Comedy-Romance
Serko	2006	NULL	NULL	2006-03-29	NULL	6.5	tt0478732	NULL
Serpent and the Rainbow The	1988	7000000	19595031	1988-01-15	98	6.4	tt0096071	Horror-Thriller
Serpico	1973	NULL	29800000	1973-12-05	129	7.7	tt0070666	Crime-Drama-History
Serving Sara	2002	29000000	16930185	2002-08-20	100	7.3	tt0261289	Comedy-Romance
Sessions The	2012	1000000	NULL	2012-10-18	98	6.6	tt1866249	Comedy-Drama-Romance
Sestre	2011	NULL	NULL	2011-04-10	85	NULL	tt1797491	Crime-Drama-Romance-Foreign-TV Movie
Set It Off	1996	9000000	41590886	1996-11-06	118	7.8	tt0117603	Action-Thriller
Setup	2011	22000000	NULL	2011-11-04	85	5.3	tt1748197	Action-Crime-Drama-Thriller
Seua khaap daap	2005	NULL	NULL	2005-10-27	91	5.5	tt0488338	Action-Comedy-Fantasy-Science Fiction-Foreign
Seul contre tous	1998	NULL	NULL	1998-05-16	93	7.6	tt0157016	Drama-Thriller
Seven Ages of Starlight	2012	NULL	NULL	2012-10-25	NULL	NULL	tt2525644	Documentary
Seven Days in Utopia	2011	NULL	NULL	2011-09-02	99	5.3	tt1699147	Drama-Sport
Seven Pounds	2008	55000000	168167691	2008-12-18	123	7.1	tt0814314	Drama
Seven Psychopaths	2012	15000000	19422261	2012-10-12	109	6.3	tt1931533	Comedy-Crime-Thriller
Seven Year Itch The	1955	NULL	NULL	1955-06-01	105	7.3	tt0048605	Comedy-Drama-Romance
Seven Years in Tibet	1997	70000000	131457682	1997-10-08	136	6.6	tt0120102	Action-Adventure-Drama
Severance	2006	NULL	NULL	2006-05-19	96	6.6	tt0464196	Comedy-Horror-Thriller
Sex & Drugs & Rock & Roll	2011	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Sex And Breakfast	2007	NULL	NULL	2007-02-09	81	1	tt0837803	Comedy-Drama-Romance-Indie
Sex And Death 101	2007	NULL	NULL	2007-06-15	100	8	tt0497972	Comedy-Drama-Romance
Sex and Lies in Sin City: The Ted Binion Scandal	2008	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Sex And The City	2008	NULL	NULL	2008-05-12	145	6.2	tt1000774	Comedy-Drama-Romance
Sex And The City 2	2010	100000000	95328937	2010-05-28	146	5.5	tt1261945	Comedy-Drama-Romance
Sex Drive	2008	19000000	18755936	2008-10-16	109	6.5	tt1135985	Adventure-Comedy-Romance
Sex Monster The	1999	NULL	NULL	1999-05-15	97	8.8	tt0159730	Comedy
Some Came Running	1958	NULL	NULL	1958-12-18	137	6.2	tt0052218	Drama
Sexy Beast	2000	5000000	NULL	2000-09-13	89	7.1	tt0203119	Action-Crime-Drama-Thriller
Sexy Evil Genius	2013	NULL	NULL	2013-04-09	85	5.3	tt1801096	Comedy-Drama-Mystery
Sha Po Lang	2005	NULL	NULL	2005-11-18	93	7.2	tt0478024	Action-Crime-Drama-Thriller
Shadow Dancer	2012	NULL	NULL	2012-08-22	101	5.8	tt1770734	Thriller
Shadow Dancer The	2005	NULL	NULL	2005-05-12	100	5	tt0376181	Comedy-Drama-Romance
Shadow Of A Doubt	1943	NULL	NULL	1943-01-16	108	7	tt0036342	Crime-Drama-Thriller-Film Noir
Shadow of a Doubt	1991	NULL	NULL	1991-04-27	NULL	NULL	tt0102896	NULL
Shadow Of The Vampire	2000	8000000	8279017	2000-05-15	92	6.5	tt0189998	Drama-Horror
Shadow of the Wolf	1992	NULL	NULL	1992-03-05	112	7	tt0105377	Adventure-Drama-Indie
Shadow People	2012	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Shadow Puppets	2007	2000000	NULL	2007-04-16	103	7	tt0491145	Horror
Shadow The	1994	40000000	NULL	1994-07-01	108	6.3	tt0111143	Action-Adventure-Fantasy-Science Fiction-Thriller
Shadows	2011	NULL	NULL	2011-02-19	NULL	NULL	tt1926326	Action-Short
Shaitan	2011	NULL	NULL	2011-06-01	126	8.3	tt1836912	Action-Crime-Drama-Thriller
Shake Hands With The Devil	2007	11000000	NULL	2007-09-28	112	8	tt0472562	Drama-History
Shake Rattle and Roll Fourteen: The Invasion	2012	NULL	NULL	2012-12-24	NULL	NULL	tt2538176	Comedy-Horror
Shakes The Clown	1991	NULL	NULL	1991-03-13	87	5.6	tt0102898	Action-Comedy
Shakespeare in Love	1998	25000000	289317794	1998-12-11	122	6.4	tt0138097	History
Shakti	2011	NULL	NULL	2011-04-01	NULL	6.5	tt1736647	NULL
Shall We Dance	1937	NULL	NULL	1937-05-07	109	6.5	tt0029546	Comedy-Romance
Shallow Grave	1994	NULL	NULL	1994-05-16	89	7.4	tt0111149	Comedy-Suspense-Thriller
Shallow Hal	2001	40000000	70836296	2001-11-01	114	5.4	tt0256380	Comedy-Romance
Shame	2011	6500000	NULL	2011-12-02	101	6.9	tt1723811	Drama
Shamo	2007	NULL	NULL	2007-05-17	105	5.5	tt1029238	Action-Foreign
Shan zha shu zhi lian	2010	NULL	NULL	2010-09-15	113	6.4	tt1554523	Drama-Romance
Shanghai	2010	50000000	NULL	2010-06-17	105	5.2	tt1092634	Drama-Mystery-Thriller-Romance
Shanghai	2012	50000000	NULL	2010-06-17	105	5.2	tt1092634	Drama-Mystery-Thriller-Romance
Shanghai Kiss	2007	NULL	NULL	2007-03-17	106	3.5	tt0469184	Comedy-Drama-Romance-Indie
Shanghai Knights	2003	50000000	60470220	2003-02-07	115	5.8	tt0300471	Action-Adventure-Comedy-Western
Shanghai Noon	2000	55000000	56932305	2000-05-26	110	6	tt0184894	Action-Adventure-Comedy-Western
Shank	2009	NULL	NULL	2009-05-01	94	5.3	tt1288571	Action-Drama-Foreign
Shank	2010	NULL	NULL	2010-10-05	90	6.1	tt1320296	Action-Drama-Thriller
Shao Lin si shi ba tung ren	1976	NULL	NULL	1976-10-28	81	6.5	tt0075203	Action
Shaolin	2011	30500000	8096658	2011-09-09	131	6.8	tt1533749	Action-Drama
Shaolin Si	1982	NULL	NULL	1982-01-21	95	7.7	tt0079891	Action
Shape Of Things The	2003	NULL	NULL	2003-01-01	96	6.2	tt0308878	Comedy-Drama-Romance-Indie
Shark Night 3D	2011	28000000	10126458	2011-09-02	91	6	tt1633356	Horror-Thriller
Shark Tale	2004	75000000	363530196	2004-10-01	90	5.7	tt0307453	Action-Animation-Comedy-Family
Sharkwater	2006	NULL	NULL	2006-09-11	89	8.3	tt0856008	Documentary
Shattered Trust: The Shari Karney Story	1993	NULL	NULL	NULL	NULL	NULL	NULL	NULL
Shaun Of The Dead	2004	4000000	30039392	2004-09-24	99	7	tt0365748	Comedy-Horror
Shawshank Redemption The	1994	25000000	28341469	1994-09-14	142	8	tt0111161	Crime-Drama
She Wore a Yellow Ribbon	1949	NULL	NULL	1949-10-22	103	8.8	tt0041866	Action-Drama-Western
Shewolf Of London	1946	NULL	NULL	1946-05-17	61	5.7	tt0038934	Horror-Thriller
Sheik and I The	2012	NULL	NULL	2012-12-07	103	NULL	tt2235783	Documentary
Shelter	2010	22000000	NULL	2010-04-08	112	6	tt1179069	Horror-Mystery-Thriller
Shelter	2007	NULL	NULL	2007-06-16	97	8.3	tt0942384	Action-Drama-Romance
Sheltering Sky The	1990	25000000	2075084	1990-11-30	138	6.3	tt0100594	Adventure-Drama-Romance-Foreign
